货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 16:51:29
美元,604.34,599.49,606.76,606.76,610.73,2014.01.29 16:46:32
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 16:32:31
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 16:22:45
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 16:21:38
美元,604.34,599.49,606.76,606.76,610.73,2014.01.29 16:17:10
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 16:16:06
美元,604.19,599.35,606.61,606.61,610.73,2014.01.29 16:12:27
美元,604.14,599.3,606.56,606.56,610.73,2014.01.29 16:08:10
美元,604.06,599.22,606.48,606.48,610.73,2014.01.29 16:02:39
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 15:53:59
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 15:42:26
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 15:28:31
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 15:21:00
美元,604.14,599.3,606.56,606.56,610.73,2014.01.29 15:03:10
美元,604.19,599.35,606.61,606.61,610.73,2014.01.29 14:59:51
美元,604.14,599.3,606.56,606.56,610.73,2014.01.29 14:56:35
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 14:55:13
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 14:44:54
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 14:42:08
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 14:38:56
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 14:36:34
美元,604.14,599.3,606.56,606.56,610.73,2014.01.29 14:27:17
美元,604.19,599.35,606.61,606.61,610.73,2014.01.29 14:13:38
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 14:07:07
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 13:51:13
美元,604.34,599.49,606.76,606.76,610.73,2014.01.29 13:32:19
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 12:44:22
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 11:50:59
美元,604.29,599.45,606.71,606.71,610.73,2014.01.29 11:50:31
美元,604.34,599.49,606.76,606.76,610.73,2014.01.29 11:50:03
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 11:36:33
美元,604.24,599.4,606.66,606.66,610.73,2014.01.29 11:16:33
美元,604.19,599.35,606.61,606.61,610.73,2014.01.29 10:57:30
美元,604.14,599.3,606.56,606.56,610.73,2014.01.29 10:46:08
美元,604.09,599.25,606.51,606.51,610.73,2014.01.29 10:39:26
美元,603.99,599.15,606.41,606.41,610.73,2014.01.29 10:30:00
美元,603.99,599.15,606.41,606.41,610.73,2014.01.29 10:26:55
美元,604.19,599.35,606.61,606.61,610.73,2014.01.29 10:25:03
美元,603.99,599.15,606.41,606.41,610.73,2014.01.29 09:39:37
美元,603.94,599.1,606.36,606.36,610.73,2014.01.29 09:34:53
美元,603.84,599,606.26,606.26,610.73,2014.01.29 09:27:10
美元,603.84,599,606.26,606.26,610.73,2014.01.29 09:23:01
美元,603.84,599,606.26,606.26,610.73,2014.01.29 09:22:58
美元,603.84,599,606.26,606.26,610.53,2014.01.29 09:17:45
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 09:07:38
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 08:42:07
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 08:13:47
美元,603.87,599.03,606.29,606.29,610.53,2014.01.29 08:04:55
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 08:04:41
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 00:00:05
美元,603.74,598.9,606.16,606.16,610.53,2014.01.29 00:00:05
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:35:55
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:34:49
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:32:20
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:28:33
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:25:19
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:22:59
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:18:46
美元,608.73,603.85,611.17,611.17,610.53,2014.01.28 17:18:39
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:18:24
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:18:18
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:07:22
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:04:11
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:01:49
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:01:32
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 17:00:14
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:58:07
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:57:30
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:57:16
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:56:29
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:44:46
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 16:42:18
美元,603.82,598.98,606.24,606.24,610.53,2014.01.28 16:21:08
美元,603.82,598.98,606.24,606.24,610.53,2014.01.28 16:16:01
美元,603.82,598.98,606.24,606.24,610.53,2014.01.28 16:08:53
美元,603.77,598.93,606.19,606.19,610.53,2014.01.28 16:04:52
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:02:49
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 16:02:31
美元,603.67,598.83,606.09,606.09,610.53,2014.01.28 16:00:29
美元,603.69,598.85,606.11,606.11,610.53,2014.01.28 15:55:25
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 15:52:14
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 15:49:05
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 15:46:20
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 15:43:57
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 15:41:05
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 15:31:12
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 15:26:46
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 14:56:03
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 14:40:42
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 14:27:58
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 14:12:32
美元,603.77,598.93,606.19,606.19,610.53,2014.01.28 14:10:26
美元,603.77,598.93,606.19,606.19,610.53,2014.01.28 14:02:36
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 13:38:44
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 12:29:44
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 11:26:30
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 11:10:12
美元,603.84,599,606.26,606.26,610.53,2014.01.28 10:57:53
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 10:52:21
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 10:47:06
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 10:30:00
美元,603.71,598.87,606.13,606.13,610.53,2014.01.28 10:28:46
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 10:20:22
美元,603.76,598.92,606.18,606.18,610.53,2014.01.28 10:05:03
美元,603.76,598.92,606.18,606.18,610.53,2014.01.28 10:01:03
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 09:41:59
美元,603.84,599,606.26,606.26,610.53,2014.01.28 09:34:24
美元,603.79,598.95,606.21,606.21,610.53,2014.01.28 09:32:28
美元,603.74,598.9,606.16,606.16,610.53,2014.01.28 09:31:14
美元,603.69,598.85,606.11,606.11,610.53,2014.01.28 09:30:24
美元,603.69,598.85,606.11,606.11,610.53,2014.01.28 09:24:55
美元,603.69,598.85,606.11,606.11,610.53,2014.01.28 09:24:19
美元,603.69,598.85,606.11,606.11,610.53,2014.01.28 09:24:11
美元,603.69,598.85,606.11,606.11,610.22,2014.01.28 09:19:56
美元,603.69,598.85,606.11,606.11,610.22,2014.01.28 09:17:21
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 09:02:26
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 08:52:16
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 08:31:54
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 08:21:32
美元,603.73,598.89,606.15,606.15,610.22,2014.01.28 08:20:06
美元,603.69,598.85,606.11,606.11,610.22,2014.01.28 08:18:46
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 08:18:11
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 00:00:05
美元,603.59,598.75,606.01,606.01,610.22,2014.01.28 00:00:05
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 18:11:41
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 18:06:15
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 17:41:34
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 17:40:06
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 17:37:41
美元,609.58,604.69,612.02,612.02,610.22,2014.01.27 17:37:33
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 17:21:31
美元,603.64,598.8,606.06,606.06,610.22,2014.01.27 17:20:14
美元,603.64,598.8,606.06,606.06,610.22,2014.01.27 16:35:28
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 16:30:50
美元,603.51,598.67,605.93,605.93,610.22,2014.01.27 16:20:44
美元,603.46,598.62,605.88,605.88,610.22,2014.01.27 16:16:51
美元,603.49,598.65,605.91,605.91,610.22,2014.01.27 16:11:56
美元,603.49,598.65,605.91,605.91,610.22,2014.01.27 16:08:40
美元,603.49,598.65,605.91,605.91,610.22,2014.01.27 16:05:37
美元,603.53,598.69,605.95,605.95,610.22,2014.01.27 16:02:16
美元,603.53,598.69,605.95,605.95,610.22,2014.01.27 15:49:55
美元,603.55,598.71,605.97,605.97,610.22,2014.01.27 15:43:54
美元,603.58,598.74,606,606,610.22,2014.01.27 15:35:52
美元,603.6,598.76,606.02,606.02,610.22,2014.01.27 15:19:55
美元,603.57,598.73,605.99,605.99,610.22,2014.01.27 15:18:59
美元,603.53,598.69,605.95,605.95,610.22,2014.01.27 15:17:55
美元,603.55,598.71,605.97,605.97,610.22,2014.01.27 15:16:21
美元,603.55,598.71,605.97,605.97,610.22,2014.01.27 14:53:50
美元,603.57,598.73,605.99,605.99,610.22,2014.01.27 14:43:00
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 14:39:59
美元,603.6,598.76,606.02,606.02,610.22,2014.01.27 14:34:58
美元,603.62,598.78,606.04,606.04,610.22,2014.01.27 14:21:18
美元,603.64,598.8,606.06,606.06,610.22,2014.01.27 14:15:47
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 14:06:11
美元,603.62,598.78,606.04,606.04,610.22,2014.01.27 14:03:20
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 13:48:45
美元,603.57,598.73,605.99,605.99,610.22,2014.01.27 13:42:14
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 13:39:22
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 13:32:27
美元,603.55,598.71,605.97,605.97,610.22,2014.01.27 12:47:48
美元,603.57,598.73,605.99,605.99,610.22,2014.01.27 11:48:52
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 11:45:03
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 11:34:59
美元,603.63,598.79,606.05,606.05,610.22,2014.01.27 11:31:51
美元,603.69,598.85,606.11,606.11,610.22,2014.01.27 11:23:40
美元,603.59,598.75,606.01,606.01,610.22,2014.01.27 11:19:16
美元,603.51,598.67,605.93,605.93,610.22,2014.01.27 11:14:07
美元,603.46,598.62,605.88,605.88,610.22,2014.01.27 11:13:27
美元,603.46,598.62,605.88,605.88,610.22,2014.01.27 11:08:53
美元,603.41,598.57,605.83,605.83,610.22,2014.01.27 11:08:35
美元,603.41,598.57,605.83,605.83,610.22,2014.01.27 11:00:49
美元,603.41,598.57,605.83,605.83,610.22,2014.01.27 10:39:39
美元,603.44,598.6,605.86,605.86,610.22,2014.01.27 10:30:00
美元,603.44,598.6,605.86,605.86,610.22,2014.01.27 10:29:57
美元,603.41,598.57,605.83,605.83,610.22,2014.01.27 10:29:30
美元,603.41,598.57,605.83,605.83,610.22,2014.01.27 10:20:39
美元,603.34,598.5,605.76,605.76,610.22,2014.01.27 10:12:30
美元,603.39,598.55,605.81,605.81,610.22,2014.01.27 10:09:20
美元,603.39,598.55,605.81,605.81,610.22,2014.01.27 09:52:33
美元,603.29,598.46,605.71,605.71,610.22,2014.01.27 09:50:08
美元,603.34,598.5,605.76,605.76,610.22,2014.01.27 09:41:37
美元,603.29,598.46,605.71,605.71,610.22,2014.01.27 09:34:58
美元,603.29,598.46,605.71,605.71,610.22,2014.01.27 09:34:47
美元,603.29,598.46,605.71,605.71,610.35,2014.01.27 09:26:39
美元,603.29,598.46,605.71,605.71,610.35,2014.01.27 09:20:31
美元,603.29,598.46,605.71,605.71,610.35,2014.01.27 09:18:28
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 09:15:34
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 09:13:24
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 09:07:04
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 08:38:00
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 08:30:38
美元,603.54,598.7,605.96,605.96,610.35,2014.01.27 08:30:24
美元,603.67,598.83,606.09,606.09,610.35,2014.01.27 08:30:10
美元,603.49,598.65,605.91,605.91,610.35,2014.01.27 08:12:44
美元,603.39,598.55,605.81,605.81,610.35,2014.01.27 08:02:59
美元,603.24,598.41,605.66,605.66,610.35,2014.01.27 07:41:44
美元,602.64,598.41,606.26,606.26,610.35,2014.01.27 00:00:05
美元,602.64,598.41,606.26,606.26,610.35,2014.01.27 00:00:05
美元,602.64,598.41,606.26,606.26,610.35,2014.01.26 14:57:12
美元,602.64,598.41,606.26,606.26,610.35,2014.01.26 14:57:05
美元,602.64,598.41,606.26,606.26,610.35,2014.01.26 14:49:16
美元,602.69,598.46,606.31,606.31,610.35,2014.01.26 13:40:45
美元,602.84,598.6,606.46,606.46,610.35,2014.01.26 11:41:44
美元,602.84,598.6,606.46,606.46,610.35,2014.01.26 10:52:35
美元,602.84,598.6,606.46,606.46,610.35,2014.01.26 10:30:00
美元,602.84,598.6,606.46,606.46,610.35,2014.01.26 10:01:48
美元,602.89,598.65,606.51,606.51,610.35,2014.01.26 09:10:37
美元,603.49,598.65,605.91,605.91,610.35,2014.01.26 08:38:41
美元,603.49,598.65,605.91,605.91,610.35,2014.01.26 08:27:00
美元,603.49,598.65,605.91,605.91,610.35,2014.01.26 00:00:05
美元,603.49,598.65,605.91,605.91,610.35,2014.01.26 00:00:05
美元,603.49,598.65,605.91,605.91,610.35,2014.01.25 10:30:00
美元,603.49,598.65,605.91,605.91,610.35,2014.01.25 00:00:05
美元,603.49,598.65,605.91,605.91,610.35,2014.01.25 00:00:05
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 22:02:49
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 17:26:27
美元,609.48,604.59,611.92,611.92,610.35,2014.01.24 17:26:25
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 17:16:03
美元,603.64,598.8,606.06,606.06,610.35,2014.01.24 17:07:51
美元,603.44,598.6,605.86,605.86,610.35,2014.01.24 16:52:14
美元,603.64,598.8,606.06,606.06,610.35,2014.01.24 16:51:51
美元,603.44,598.6,605.86,605.86,610.35,2014.01.24 16:40:09
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 16:34:22
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 16:29:47
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 16:15:17
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 16:08:59
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 16:03:42
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 16:00:15
美元,603.64,598.8,606.06,606.06,610.35,2014.01.24 15:42:46
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 15:35:44
美元,603.53,598.69,605.95,605.95,610.35,2014.01.24 15:32:29
美元,603.55,598.71,605.97,605.97,610.35,2014.01.24 15:28:20
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 15:26:57
美元,603.62,598.78,606.04,606.04,610.35,2014.01.24 15:20:48
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 15:20:04
美元,603.56,598.72,605.98,605.98,610.35,2014.01.24 15:19:22
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 15:15:05
美元,603.52,598.68,605.94,605.94,610.35,2014.01.24 15:09:26
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 15:08:30
美元,603.47,598.63,605.89,605.89,610.35,2014.01.24 15:04:01
美元,603.45,598.61,605.87,605.87,610.35,2014.01.24 15:03:24
美元,603.43,598.59,605.85,605.85,610.35,2014.01.24 14:52:36
美元,603.45,598.61,605.87,605.87,610.35,2014.01.24 14:23:09
美元,603.41,598.57,605.83,605.83,610.35,2014.01.24 14:20:15
美元,603.43,598.59,605.85,605.85,610.35,2014.01.24 14:13:19
美元,603.39,598.55,605.81,605.81,610.35,2014.01.24 14:03:20
美元,603.43,598.59,605.85,605.85,610.35,2014.01.24 13:58:56
美元,603.45,598.61,605.87,605.87,610.35,2014.01.24 13:51:07
美元,603.47,598.63,605.89,605.89,610.35,2014.01.24 13:33:02
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 13:32:38
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 13:09:52
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 13:06:40
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 13:06:13
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 11:54:51
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 11:28:09
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 11:18:41
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 11:14:17
美元,603.47,598.63,605.89,605.89,610.35,2014.01.24 11:06:14
美元,603.51,598.67,605.93,605.93,610.35,2014.01.24 10:59:18
美元,603.51,598.67,605.93,605.93,610.35,2014.01.24 10:47:37
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 10:37:21
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 10:34:52
美元,603.54,598.7,605.96,605.96,610.35,2014.01.24 10:32:53
美元,603.47,598.63,605.89,605.89,610.35,2014.01.24 10:32:40
美元,603.47,598.63,605.89,605.89,610.35,2014.01.24 10:31:49
美元,603.44,598.6,605.86,605.86,610.35,2014.01.24 10:30:00
美元,603.44,598.6,605.86,605.86,610.35,2014.01.24 10:28:12
美元,603.49,598.65,605.91,605.91,610.35,2014.01.24 10:19:16
美元,603.52,598.68,605.94,605.94,610.35,2014.01.24 10:15:59
美元,603.56,598.72,605.98,605.98,610.35,2014.01.24 10:15:24
美元,603.56,598.72,605.98,605.98,610.35,2014.01.24 10:12:35
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 09:56:32
美元,603.64,598.8,606.06,606.06,610.35,2014.01.24 09:54:08
美元,603.69,598.85,606.11,606.11,610.35,2014.01.24 09:46:31
美元,603.73,598.89,606.15,606.15,610.35,2014.01.24 09:45:51
美元,603.75,598.91,606.17,606.17,610.35,2014.01.24 09:36:14
美元,603.74,598.9,606.16,606.16,610.35,2014.01.24 09:33:02
美元,603.69,598.85,606.11,606.11,610.35,2014.01.24 09:32:32
美元,603.39,598.55,605.81,605.81,610.35,2014.01.24 09:32:07
美元,603.39,598.55,605.81,605.81,610.35,2014.01.24 09:23:40
美元,603.39,598.55,605.81,605.81,610.35,2014.01.24 09:23:37
美元,603.39,598.55,605.81,605.81,610.35,2014.01.24 09:19:06
美元,603.59,598.75,606.01,606.01,610.35,2014.01.24 09:18:32
美元,603.69,598.85,606.11,606.11,611.07,2014.01.24 08:53:18
美元,603.69,598.85,606.11,606.11,611.07,2014.01.24 08:40:02
美元,603.69,598.85,606.11,606.11,611.07,2014.01.24 08:06:54
美元,603.94,599.1,606.36,606.36,611.07,2014.01.24 08:05:53
美元,603.84,599,606.26,606.26,611.07,2014.01.24 08:06:00
美元,604.04,599.2,606.46,606.46,611.07,2014.01.24 08:05:43
美元,604.09,599.25,606.51,606.51,611.07,2014.01.24 08:05:29
美元,604.04,599.2,606.46,606.46,611.07,2014.01.24 08:05:19
美元,603.94,599.1,606.36,606.36,611.07,2014.01.24 08:04:38
美元,603.84,599,606.26,606.26,611.07,2014.01.24 00:00:05
美元,603.84,599,606.26,606.26,611.07,2014.01.24 00:00:05
美元,603.84,599,606.26,606.26,611.07,2014.01.23 17:20:14
美元,609.83,604.94,612.27,612.27,611.07,2014.01.23 17:20:09
美元,603.84,599,606.26,606.26,611.07,2014.01.23 17:20:00
美元,603.84,599,606.26,606.26,611.07,2014.01.23 16:36:35
美元,603.89,599.05,606.31,606.31,611.07,2014.01.23 16:26:25
美元,603.97,599.13,606.39,606.39,611.07,2014.01.23 16:16:56
美元,603.99,599.15,606.41,606.41,611.07,2014.01.23 16:11:14
美元,603.97,599.13,606.39,606.39,611.07,2014.01.23 16:07:47
美元,604,599.16,606.42,606.42,611.07,2014.01.23 16:01:32
美元,604.02,599.18,606.44,606.44,611.07,2014.01.23 15:49:39
