货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间
美元,624.07,619.07,626.57,626.57,615.8,2014.04.30 16:13:30
美元,624.05,619.05,626.55,626.55,615.8,2014.04.30 16:13:05
美元,624.1,619.1,626.6,626.6,615.8,2014.04.30 16:12:56
美元,624.21,619.21,626.71,626.71,615.8,2014.04.30 16:12:11
美元,624.25,619.25,626.75,626.75,615.8,2014.04.30 16:11:56
美元,624.29,619.28,626.79,626.79,615.8,2014.04.30 16:11:40
美元,624.35,619.34,626.85,626.85,615.8,2014.04.30 16:11:25
美元,624.4,619.39,626.9,626.9,615.8,2014.04.30 16:10:47
美元,624.43,619.42,626.93,626.93,615.8,2014.04.30 16:10:24
美元,624.37,619.36,626.87,626.87,615.8,2014.04.30 16:10:05
美元,624.35,619.34,626.85,626.85,615.8,2014.04.30 16:05:53
美元,624.33,619.32,626.83,626.83,615.8,2014.04.30 16:05:21
美元,624.35,619.34,626.85,626.85,615.8,2014.04.30 16:04:54
美元,624.4,619.39,626.9,626.9,615.8,2014.04.30 16:04:42
美元,624.45,619.44,626.95,626.95,615.8,2014.04.30 16:04:14
美元,624.56,619.55,627.06,627.06,615.8,2014.04.30 16:03:21
美元,624.59,619.58,627.09,627.09,615.8,2014.04.30 16:01:09
美元,624.57,619.56,627.07,627.07,615.8,2014.04.30 15:59:54
美元,624.59,619.58,627.09,627.09,615.8,2014.04.30 15:59:16
美元,624.57,619.56,627.07,627.07,615.8,2014.04.30 15:58:51
美元,624.56,619.55,627.06,627.06,615.8,2014.04.30 15:58:29
美元,624.54,619.53,627.04,627.04,615.8,2014.04.30 15:56:56
美元,624.5,619.49,627,627,615.8,2014.04.30 15:56:00
美元,624.59,619.58,627.09,627.09,615.8,2014.04.30 15:55:47
美元,624.63,619.62,627.13,627.13,615.8,2014.04.30 15:55:24
美元,624.65,619.64,627.15,627.15,615.8,2014.04.30 15:55:08
美元,624.68,619.67,627.18,627.18,615.8,2014.04.30 15:48:51
美元,624.7,619.69,627.2,627.2,615.8,2014.04.30 15:48:40
美元,624.76,619.75,627.26,627.26,615.8,2014.04.30 15:48:16
美元,624.75,619.74,627.25,627.25,615.8,2014.04.30 15:47:29
美元,624.78,619.77,627.28,627.28,615.8,2014.04.30 15:45:58
美元,624.87,619.86,627.37,627.37,615.8,2014.04.30 15:45:41
美元,624.93,619.92,627.43,627.43,615.8,2014.04.30 15:44:13
美元,624.9,619.89,627.4,627.4,615.8,2014.04.30 15:43:43
美元,624.99,619.98,627.49,627.49,615.8,2014.04.30 15:42:50
美元,625.03,620.02,627.53,627.53,615.8,2014.04.30 15:42:34
美元,625.03,620.02,627.53,627.53,615.8,2014.04.30 15:42:30
美元,625.07,620.06,627.57,627.57,615.8,2014.04.30 15:40:13
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 15:39:45
美元,625.19,620.18,627.69,627.69,615.8,2014.04.30 15:39:11
美元,625.21,620.2,627.71,627.71,615.8,2014.04.30 15:33:04
美元,625.19,620.18,627.69,627.69,615.8,2014.04.30 15:30:52
美元,625.22,620.21,627.72,627.72,615.8,2014.04.30 15:30:24
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 15:29:10
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 15:25:28
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 15:23:32
美元,625.22,620.21,627.72,627.72,615.8,2014.04.30 15:17:53
美元,625.19,620.18,627.69,627.69,615.8,2014.04.30 15:17:40
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 15:14:49
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 15:13:17
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 15:09:57
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 15:04:27
美元,625.16,620.15,627.66,627.66,615.8,2014.04.30 15:01:11
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 14:56:44
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 14:56:00
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 14:55:47
美元,625.29,620.27,627.79,627.79,615.8,2014.04.30 14:54:56
美元,625.27,620.25,627.77,627.77,615.8,2014.04.30 14:51:08
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 14:47:45
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 14:40:32
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 14:37:35
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 14:36:07
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 14:34:50
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 14:27:09
美元,625.11,620.1,627.61,627.61,615.8,2014.04.30 14:25:10
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 14:23:44
美元,625.09,620.08,627.59,627.59,615.8,2014.04.30 14:23:07
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 14:22:21
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 14:22:14
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 14:21:45
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 14:19:07
美元,625.23,620.22,627.73,627.73,615.8,2014.04.30 14:18:44
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 14:17:20
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 14:11:49
美元,625.31,620.29,627.81,627.81,615.8,2014.04.30 14:08:25
美元,625.37,620.35,627.87,627.87,615.8,2014.04.30 14:07:39
美元,625.33,620.31,627.83,627.83,615.8,2014.04.30 14:07:27
美元,625.3,620.28,627.8,627.8,615.8,2014.04.30 14:06:50
美元,625.28,620.26,627.78,627.78,615.8,2014.04.30 14:05:48
美元,625.3,620.28,627.8,627.8,615.8,2014.04.30 14:04:26
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 14:01:50
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 14:01:44
美元,625.21,620.2,627.71,627.71,615.8,2014.04.30 14:00:28
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 13:57:09
美元,625.28,620.26,627.78,627.78,615.8,2014.04.30 13:54:34
美元,625.23,620.22,627.73,627.73,615.8,2014.04.30 13:53:23
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 13:50:47
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 13:45:36
美元,625.23,620.22,627.73,627.73,615.8,2014.04.30 13:41:03
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 13:38:21
美元,625.29,620.27,627.79,627.79,615.8,2014.04.30 13:37:33
美元,625.27,620.25,627.77,627.77,615.8,2014.04.30 13:36:35
美元,625.3,620.28,627.8,627.8,615.8,2014.04.30 13:35:32
美元,625.27,620.25,627.77,627.77,615.8,2014.04.30 13:35:09
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 13:34:23
美元,625.23,620.22,627.73,627.73,615.8,2014.04.30 13:33:40
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 13:32:35
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 13:30:03
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 13:29:55
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 13:29:32
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 12:49:28
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 12:45:50
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 12:40:56
美元,625.11,620.1,627.61,627.61,615.8,2014.04.30 12:17:15
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 12:14:58
美元,625.06,620.05,627.56,627.56,615.8,2014.04.30 12:03:45
美元,625.05,620.04,627.55,627.55,615.8,2014.04.30 11:52:18
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 11:51:24
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 11:49:49
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 11:48:02
美元,625.19,620.18,627.69,627.69,615.8,2014.04.30 11:47:38
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 11:44:40
美元,625.14,620.13,627.64,627.64,615.8,2014.04.30 11:39:28
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 11:36:59
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 11:32:49
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 11:32:33
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 11:32:25
美元,625.14,620.13,627.64,627.64,615.8,2014.04.30 11:29:18
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 11:26:46
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 11:24:49
美元,625.07,620.06,627.57,627.57,615.8,2014.04.30 11:14:58
美元,625.03,620.02,627.53,627.53,615.8,2014.04.30 11:12:46
美元,625,619.99,627.5,627.5,615.8,2014.04.30 11:08:36
美元,625.05,620.04,627.55,627.55,615.8,2014.04.30 11:08:05
美元,625.07,620.06,627.57,627.57,615.8,2014.04.30 10:59:34
美元,625.09,620.08,627.59,627.59,615.8,2014.04.30 10:59:11
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:57:01
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:54:39
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:54:32
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:54:24
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:48:10
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:45:11
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 10:44:18
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 10:43:14
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:43:19
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 10:43:08
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 10:41:58
美元,625.14,620.13,627.64,627.64,615.8,2014.04.30 10:40:51
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 10:39:47
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 10:39:03
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 10:38:29
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 10:38:18
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:37:58
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 10:36:32
美元,625.27,620.25,627.77,627.77,615.8,2014.04.30 10:34:34
美元,625.2,620.19,627.7,627.7,615.8,2014.04.30 10:30:09
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:30:00
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:29:13
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:22:54
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 10:22:38
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 10:20:28
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 10:19:05
美元,625.11,620.1,627.61,627.61,615.8,2014.04.30 10:11:36
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 10:09:11
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 10:07:26
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 10:06:54
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 10:05:16
美元,625.05,620.04,627.55,627.55,615.8,2014.04.30 09:58:11
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 09:57:58
美元,625.13,620.12,627.63,627.63,615.8,2014.04.30 09:55:24
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 09:54:43
美元,625.12,620.11,627.62,627.62,615.8,2014.04.30 09:51:14
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 09:49:46
美元,625.14,620.13,627.64,627.64,615.8,2014.04.30 09:48:08
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 09:46:40
美元,625.17,620.16,627.67,627.67,615.8,2014.04.30 09:45:36
美元,625.14,620.13,627.64,627.64,615.8,2014.04.30 09:44:48
美元,625.25,620.24,627.75,627.75,615.8,2014.04.30 09:44:35
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 09:43:49
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 09:43:35
美元,625.22,620.21,627.72,627.72,615.8,2014.04.30 09:43:23
美元,625.02,620.01,627.52,627.52,615.8,2014.04.30 09:43:06
美元,625.18,620.17,627.68,627.68,615.8,2014.04.30 09:42:54
美元,625,619.99,627.5,627.5,615.8,2014.04.30 09:42:31
美元,625.05,620.04,627.55,627.55,615.8,2014.04.30 09:42:11
美元,625.04,620.03,627.54,627.54,615.8,2014.04.30 09:41:54
美元,625.01,620,627.51,627.51,615.8,2014.04.30 09:41:10
美元,625.03,620.02,627.53,627.53,615.8,2014.04.30 09:39:46
美元,625.08,620.07,627.58,627.58,615.8,2014.04.30 09:38:12
美元,625.15,620.14,627.65,627.65,615.8,2014.04.30 09:37:53
美元,625.1,620.09,627.6,627.6,615.8,2014.04.30 09:36:52
美元,625.05,620.04,627.55,627.55,615.8,2014.04.30 09:36:33
美元,624.92,619.91,627.42,627.42,615.8,2014.04.30 09:36:14
美元,624.95,619.94,627.45,627.45,615.8,2014.04.30 09:35:03
美元,625,619.99,627.5,627.5,615.8,2014.04.30 09:34:38
美元,624.94,619.93,627.44,627.44,615.8,2014.04.30 09:34:17
美元,624.84,619.83,627.34,627.34,615.8,2014.04.30 09:33:04
美元,624.95,619.94,627.45,627.45,615.8,2014.04.30 09:32:50
美元,624.9,619.89,627.4,627.4,615.8,2014.04.30 09:32:23
美元,624.75,619.74,627.25,627.25,615.8,2014.04.30 09:32:01
美元,624.7,619.69,627.2,627.2,615.8,2014.04.30 09:31:49
美元,624.65,619.64,627.15,627.15,615.8,2014.04.30 09:31:28
美元,624.55,619.54,627.05,627.05,615.8,2014.04.30 09:31:12
美元,624.85,619.84,627.35,627.35,615.8,2014.04.30 09:31:02
美元,624.55,619.54,627.05,627.05,615.8,2014.04.30 09:30:41
美元,624.3,619.29,626.8,626.8,615.8,2014.04.30 09:25:03
美元,624.3,619.29,626.8,626.8,615.8,2014.04.30 09:24:58
美元,624.3,619.29,626.8,626.8,615.56,2014.04.30 08:56:33
美元,624.35,619.34,626.85,626.85,615.56,2014.04.30 08:22:48
美元,624.43,619.42,626.93,626.93,615.56,2014.04.30 08:21:31
美元,624.58,619.57,627.08,627.08,615.56,2014.04.30 08:20:26
美元,624.75,619.74,627.25,627.25,615.56,2014.04.30 08:19:33
美元,624.7,619.69,627.2,627.2,615.56,2014.04.30 08:19:07
美元,624.65,619.64,627.15,627.15,615.56,2014.04.30 08:16:31
美元,624.6,619.59,627.1,627.1,615.56,2014.04.30 08:15:07
美元,624.55,619.54,627.05,627.05,615.56,2014.04.30 08:12:29
美元,624.5,619.49,627,627,615.56,2014.04.30 08:10:18
美元,624.45,619.44,626.95,626.95,615.56,2014.04.30 08:08:17
美元,624.4,619.39,626.9,626.9,615.56,2014.04.30 08:03:15
美元,624.35,619.34,626.85,626.85,615.56,2014.04.30 08:00:41
美元,624.35,619.34,626.85,626.85,615.56,2014.04.30 07:43:00
美元,624.35,619.34,626.85,626.85,615.56,2014.04.30 00:00:05
美元,624.35,619.34,626.85,626.85,615.56,2014.04.30 00:00:05
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 18:53:33
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 18:05:26
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 17:47:11
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 17:46:59
美元,619.36,614.39,621.84,621.84,615.56,2014.04.29 17:46:53
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:41:07
美元,624.45,619.44,626.95,626.95,615.56,2014.04.29 16:36:40
美元,624.45,619.44,626.95,626.95,615.56,2014.04.29 16:30:22
美元,624.45,619.44,626.95,626.95,615.56,2014.04.29 16:30:11
美元,624.45,619.44,626.95,626.95,615.56,2014.04.29 16:29:48
美元,624.42,619.41,626.92,626.92,615.56,2014.04.29 16:29:39
美元,624.37,619.36,626.87,626.87,615.56,2014.04.29 16:29:16
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:28:14
美元,624.39,619.38,626.89,626.89,615.56,2014.04.29 16:27:14
美元,624.37,619.36,626.87,626.87,615.56,2014.04.29 16:24:14
美元,624.4,619.39,626.9,626.9,615.56,2014.04.29 16:23:09
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:20:57
美元,624.37,619.36,626.87,626.87,615.56,2014.04.29 16:20:32
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:18:54
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:18:19
美元,624.38,619.37,626.88,626.88,615.56,2014.04.29 16:17:48
美元,624.43,619.42,626.93,626.93,615.56,2014.04.29 16:13:00
美元,624.4,619.39,626.9,626.9,615.56,2014.04.29 16:12:31
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:12:18
美元,624.33,619.32,626.83,626.83,615.56,2014.04.29 16:11:49
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:11:33
美元,624.33,619.32,626.83,626.83,615.56,2014.04.29 16:11:00
美元,624.31,619.3,626.81,626.81,615.56,2014.04.29 16:10:14
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 16:07:45
美元,624.33,619.32,626.83,626.83,615.56,2014.04.29 16:06:57
美元,624.3,619.29,626.8,626.8,615.56,2014.04.29 16:04:19
美元,624.3,619.29,626.8,626.8,615.56,2014.04.29 16:04:02
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 16:03:22
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 16:02:47
美元,624.23,619.23,626.73,626.73,615.56,2014.04.29 16:02:04
美元,624.2,619.2,626.7,626.7,615.56,2014.04.29 16:01:48
美元,624.22,619.22,626.72,626.72,615.56,2014.04.29 16:01:15
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 16:00:51
美元,624.31,619.3,626.81,626.81,615.56,2014.04.29 16:00:11
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 15:58:32
美元,624.43,619.42,626.93,626.93,615.56,2014.04.29 15:58:08
美元,624.5,619.49,627,627,615.56,2014.04.29 15:57:39
美元,624.55,619.54,627.05,627.05,615.56,2014.04.29 15:57:08
美元,624.45,619.44,626.95,626.95,615.56,2014.04.29 15:56:54
美元,624.41,619.4,626.91,626.91,615.56,2014.04.29 15:56:47
美元,624.37,619.36,626.87,626.87,615.56,2014.04.29 15:56:31
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 15:56:09
美元,624.32,619.31,626.82,626.82,615.56,2014.04.29 15:55:40
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 15:52:01
美元,624.32,619.31,626.82,626.82,615.56,2014.04.29 15:44:26
美元,624.31,619.3,626.81,626.81,615.56,2014.04.29 15:43:46
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 15:35:19
美元,624.23,619.23,626.73,626.73,615.56,2014.04.29 15:31:56
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 15:27:50
美元,624.23,619.23,626.73,626.73,615.56,2014.04.29 15:27:02
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 15:25:45
美元,624.23,619.23,626.73,626.73,615.56,2014.04.29 15:25:01
美元,624.21,619.21,626.71,626.71,615.56,2014.04.29 15:24:47
美元,624.2,619.2,626.7,626.7,615.56,2014.04.29 15:23:42
美元,624.23,619.23,626.73,626.73,615.56,2014.04.29 15:20:43
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 15:18:30
美元,624.3,619.29,626.8,626.8,615.56,2014.04.29 15:18:19
美元,624.26,619.25,626.76,626.76,615.56,2014.04.29 15:11:01
美元,624.24,619.24,626.74,626.74,615.56,2014.04.29 15:06:08
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 15:05:14
美元,624.22,619.22,626.72,626.72,615.56,2014.04.29 15:02:02
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 14:59:14
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 14:58:22
美元,624.2,619.2,626.7,626.7,615.56,2014.04.29 14:57:54
美元,624.28,619.27,626.78,626.78,615.56,2014.04.29 14:57:31
美元,624.35,619.34,626.85,626.85,615.56,2014.04.29 14:53:03
美元,624.38,619.37,626.88,626.88,615.56,2014.04.29 14:52:51
美元,624.34,619.33,626.84,626.84,615.56,2014.04.29 14:50:42
美元,624.33,619.32,626.83,626.83,615.56,2014.04.29 14:49:46
美元,624.3,619.29,626.8,626.8,615.56,2014.04.29 14:49:31
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 14:49:06
美元,624.3,619.29,626.8,626.8,615.56,2014.04.29 14:47:55
美元,624.27,619.26,626.77,626.77,615.56,2014.04.29 14:47:35
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 14:46:25
美元,624.24,619.24,626.74,626.74,615.56,2014.04.29 14:44:36
美元,624.24,619.24,626.74,626.74,615.56,2014.04.29 14:41:20
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 14:38:53
美元,624.28,619.27,626.78,626.78,615.56,2014.04.29 14:38:40
美元,624.28,619.27,626.78,626.78,615.56,2014.04.29 14:36:58
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 14:30:31
美元,624.28,619.27,626.78,626.78,615.56,2014.04.29 14:30:13
美元,624.29,619.28,626.79,626.79,615.56,2014.04.29 14:27:17
美元,624.33,619.32,626.83,626.83,615.56,2014.04.29 14:26:30
美元,624.37,619.36,626.87,626.87,615.56,2014.04.29 14:26:06
美元,624.32,619.31,626.82,626.82,615.56,2014.04.29 14:26:00
美元,624.25,619.25,626.75,626.75,615.56,2014.04.29 14:25:11
美元,624.24,619.24,626.74,626.74,615.56,2014.04.29 14:24:32
美元,624.2,619.2,626.7,626.7,615.56,2014.04.29 14:24:03
美元,624.14,619.14,626.64,626.64,615.56,2014.04.29 14:19:07
美元,624.11,619.11,626.61,626.61,615.56,2014.04.29 14:17:05
美元,624.08,619.08,626.58,626.58,615.56,2014.04.29 14:15:28
美元,624.07,619.07,626.57,626.57,615.56,2014.04.29 14:14:46
美元,624.1,619.1,626.6,626.6,615.56,2014.04.29 14:10:56
美元,624.05,619.05,626.55,626.55,615.56,2014.04.29 14:01:44
美元,624.07,619.07,626.57,626.57,615.56,2014.04.29 14:00:32
美元,624.08,619.08,626.58,626.58,615.56,2014.04.29 13:57:30
美元,624.07,619.07,626.57,626.57,615.56,2014.04.29 13:57:19
美元,624.05,619.05,626.55,626.55,615.56,2014.04.29 13:56:47
美元,624.02,619.02,626.52,626.52,615.56,2014.04.29 13:55:32
美元,624,619,626.5,626.5,615.56,2014.04.29 13:49:12
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 13:47:02
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 13:43:45
美元,623.99,618.99,626.49,626.49,615.56,2014.04.29 13:39:51
美元,624.01,619.01,626.51,626.51,615.56,2014.04.29 13:39:25
美元,623.99,618.99,626.49,626.49,615.56,2014.04.29 13:38:29
美元,624,619,626.5,626.5,615.56,2014.04.29 13:36:03
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 13:35:09
美元,623.96,618.96,626.46,626.46,615.56,2014.04.29 13:20:06
美元,623.95,618.95,626.45,626.45,615.56,2014.04.29 13:19:10
美元,623.93,618.93,626.43,626.43,615.56,2014.04.29 13:16:25
美元,623.87,618.87,626.37,626.37,615.56,2014.04.29 13:13:35
美元,623.85,618.85,626.35,626.35,615.56,2014.04.29 13:07:24
美元,623.82,618.82,626.32,626.32,615.56,2014.04.29 12:54:21
美元,623.8,618.8,626.3,626.3,615.56,2014.04.29 12:54:14
美元,623.77,618.77,626.27,626.27,615.56,2014.04.29 12:35:29
美元,623.85,618.85,626.35,626.35,615.56,2014.04.29 12:14:40
美元,623.91,618.91,626.41,626.41,615.56,2014.04.29 12:04:22
美元,623.96,618.96,626.46,626.46,615.56,2014.04.29 11:53:15
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 11:46:32
美元,623.99,618.99,626.49,626.49,615.56,2014.04.29 11:45:36
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 11:29:44
美元,623.98,618.98,626.48,626.48,615.56,2014.04.29 11:27:06
美元,623.96,618.96,626.46,626.46,615.56,2014.04.29 11:22:25
美元,623.95,618.95,626.45,626.45,615.56,2014.04.29 11:20:47
美元,623.97,618.97,626.47,626.47,615.56,2014.04.29 11:16:04
美元,624,619,626.5,626.5,615.56,2014.04.29 11:13:25
美元,624.01,619.01,626.51,626.51,615.56,2014.04.29 11:04:57
美元,624.03,619.03,626.53,626.53,615.56,2014.04.29 11:01:49
