???,686.07,680.49,688.98,688.98,686.32,2018.12.31 23:52:37
???,686.07,680.49,688.98,688.98,686.32,2018.12.31 23:52:37
???,686.07,680.49,688.98,688.98,686.32,2018.12.31 23:52:37
???,686.07,680.49,688.98,688.98,686.32,2018.12.31 20:47:30
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 20:32:57
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 20:32:55
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 19:50:30
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 19:15:33
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:55:38
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:34:03
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:33:59
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:05:48
???,686.21,680.63,689.12,689.12,686.32,2018.12.31 15:05:42
???,686.31,680.72,689.22,689.22,686.32,2018.12.31 15:05:33
???,686.41,680.82,689.32,689.32,686.32,2018.12.31 15:05:23
???,686.43,680.84,689.34,689.34,686.32,2018.12.31 15:05:07
???,686.46,680.87,689.37,689.37,686.32,2018.12.31 15:05:02
???,686.48,680.89,689.39,689.39,686.32,2018.12.31 15:04:55
???,686.51,680.92,689.42,689.42,686.32,2018.12.31 15:04:50
???,686.53,680.94,689.44,689.44,686.32,2018.12.31 15:04:40
???,686.56,680.97,689.47,689.47,686.32,2018.12.31 15:04:33
???,686.59,681,689.5,689.5,686.32,2018.12.31 15:04:29
???,686.61,681.02,689.52,689.52,686.32,2018.12.31 15:04:21
???,686.41,680.82,689.32,689.32,686.32,2018.12.31 15:04:08
???,686.51,680.92,689.42,689.42,686.32,2018.12.31 15:04:15
???,686.31,680.72,689.22,689.22,686.32,2018.12.31 15:04:03
???,686.21,680.63,689.12,689.12,686.32,2018.12.31 15:03:57
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:03:09
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 15:02:31
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 13:48:30
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 09:27:02
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 09:26:47
???,686.11,680.53,689.02,689.02,686.32,2018.12.31 09:26:20
???,686.31,680.72,689.22,689.22,686.32,2018.12.31 09:25:49
???,686.41,680.82,689.32,689.32,686.32,2018.12.31 09:25:28
???,686.51,680.92,689.42,689.42,686.32,2018.12.31 09:25:09
???,686.61,681.02,689.52,689.52,686.32,2018.12.31 09:24:58
???,686.41,680.82,689.32,689.32,686.32,2018.12.31 09:24:49
???,686.21,680.63,689.12,689.12,686.32,2018.12.31 09:24:40
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 08:45:38
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 07:56:28
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 07:56:24
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.31 00:00:05
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 10:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 05:30:00
???,686.06,680.48,688.97,688.97,686.32,2018.12.30 00:00:05
???,686.06,680.48,688.97,688.97,686.32,2018.12.29 17:41:40
???,686.06,680.48,688.97,688.97,686.32,2018.12.29 17:41:40
???,686.06,680.48,688.97,688.97,686.32,2018.12.29 17:41:40
???,686.06,680.48,688.97,688.97,686.32,2018.12.29 17:41:40
???,685.71,680.13,688.61,688.61,686.32,2018.12.29 17:36:45
???,685.21,679.64,688.11,688.11,686.32,2018.12.29 15:23:47
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 15:16:53
???,685.21,679.64,688.11,688.11,686.32,2018.12.29 15:11:37
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 15:07:31
???,685.21,679.64,688.11,688.11,686.32,2018.12.29 13:51:30
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 10:30:00
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 10:30:00
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 10:30:00
???,685.51,679.93,688.41,688.41,686.32,2018.12.29 09:58:45
???,685.61,680.03,688.51,688.51,686.32,2018.12.29 09:50:54
???,685.71,680.13,688.61,688.61,686.32,2018.12.29 09:43:50
???,685.91,680.33,688.81,688.81,686.32,2018.12.29 09:40:17
???,686.01,680.43,688.92,688.92,686.32,2018.12.29 09:12:52
???,686.21,680.63,689.12,689.12,686.32,2018.12.29 08:46:21
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 08:41:02
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 05:52:10
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 05:30:00
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 05:30:00
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 05:30:00
???,686.36,680.77,689.27,689.27,686.32,2018.12.29 00:29:58
???,686.11,680.53,689.02,689.02,686.32,2018.12.28 21:30:29
???,686.11,680.53,689.02,689.02,686.32,2018.12.28 21:30:29
???,686.11,680.53,689.02,689.02,686.32,2018.12.29 00:00:05
???,686.11,680.53,689.02,689.02,686.32,2018.12.28 21:30:29
???,686.01,680.43,688.92,688.92,686.32,2018.12.28 20:57:29
???,686.01,680.43,688.92,688.92,686.32,2018.12.28 20:08:57
???,685.81,680.23,688.71,688.71,686.32,2018.12.28 18:36:41
???,685.91,680.33,688.81,688.81,686.32,2018.12.28 18:21:36
???,686.11,680.53,689.02,689.02,686.32,2018.12.28 17:33:26
???,685.91,680.33,688.81,688.81,686.32,2018.12.28 17:22:18
???,686.01,680.43,688.92,688.92,686.32,2018.12.28 17:07:40
???,686.16,680.58,689.07,689.07,686.32,2018.12.28 17:03:48
???,686.06,680.48,688.97,688.97,686.32,2018.12.28 17:03:29
???,685.81,680.23,688.71,688.71,686.32,2018.12.28 17:02:46
???,685.66,680.08,688.56,688.56,686.32,2018.12.28 16:51:20
???,685.61,680.03,688.51,688.51,686.32,2018.12.28 16:50:17
???,685.51,679.93,688.41,688.41,686.32,2018.12.28 16:35:12
???,685.44,679.86,688.34,688.34,686.32,2018.12.28 16:34:25
???,685.27,679.69,688.17,688.17,686.32,2018.12.28 16:30:25
???,685.27,679.69,688.17,688.17,686.32,2018.12.28 16:30:23
???,685.21,679.64,688.11,688.11,686.32,2018.12.28 16:30:19
???,685.16,679.59,688.06,688.06,686.32,2018.12.28 16:29:41
???,685.11,679.54,688.01,688.01,686.32,2018.12.28 16:29:09
???,685.03,679.46,687.93,687.93,686.32,2018.12.28 16:27:40
???,685.01,679.44,687.91,687.91,686.32,2018.12.28 16:27:11
???,684.91,679.34,687.81,687.81,686.32,2018.12.28 16:27:00
???,684.81,679.24,687.71,687.71,686.32,2018.12.28 16:25:15
???,684.7,679.13,687.6,687.6,686.32,2018.12.28 16:24:11
???,684.56,678.99,687.46,687.46,686.32,2018.12.28 16:17:55
???,684.61,679.04,687.51,687.51,686.32,2018.12.28 16:17:33
???,684.76,679.19,687.66,687.66,686.32,2018.12.28 16:15:31
???,684.71,679.14,687.61,687.61,686.32,2018.12.28 16:15:19
???,684.66,679.09,687.56,687.56,686.32,2018.12.28 16:14:44
???,684.49,678.92,687.39,687.39,686.32,2018.12.28 16:14:14
???,684.33,678.76,687.23,687.23,686.32,2018.12.28 16:12:33
???,684.21,678.65,687.11,687.11,686.32,2018.12.28 16:12:03
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 16:10:56
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 16:09:39
???,683.93,678.37,686.83,686.83,686.32,2018.12.28 16:00:54
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 15:58:10
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 15:57:31
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 15:53:58
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 15:50:21
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 15:50:16
???,684.09,678.53,686.99,686.99,686.32,2018.12.28 15:50:09
???,684.07,678.51,686.97,686.97,686.32,2018.12.28 15:50:00
???,684.07,678.51,686.97,686.97,686.32,2018.12.28 15:46:05
???,684.07,678.51,686.97,686.97,686.32,2018.12.28 15:35:32
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 15:30:07
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 15:18:25
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 15:13:31
???,684.27,678.7,687.17,687.17,686.32,2018.12.28 15:06:23
???,684.26,678.69,687.16,687.16,686.32,2018.12.28 15:06:04
???,684.36,678.79,687.26,687.26,686.32,2018.12.28 15:05:35
???,684.36,678.79,687.26,687.26,686.32,2018.12.28 14:53:16
???,684.26,678.69,687.16,687.16,686.32,2018.12.28 14:52:40
???,684.16,678.6,687.06,687.06,686.32,2018.12.28 14:52:16
???,684.26,678.69,687.16,687.16,686.32,2018.12.28 14:52:11
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 14:51:38
???,684,678.44,686.9,686.9,686.32,2018.12.28 14:45:29
???,683.91,678.35,686.81,686.81,686.32,2018.12.28 14:38:40
???,683.96,678.4,686.86,686.86,686.32,2018.12.28 14:38:34
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 14:26:51
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 14:23:51
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 14:22:48
???,684.16,678.6,687.06,687.06,686.32,2018.12.28 14:21:16
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 14:18:49
???,684.11,678.55,687.01,687.01,686.32,2018.12.28 14:15:15
???,684.21,678.65,687.11,687.11,686.32,2018.12.28 14:06:03
???,684.16,678.6,687.06,687.06,686.32,2018.12.28 14:05:56
???,684.06,678.5,686.96,686.96,686.32,2018.12.28 14:05:28
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 13:58:28
???,683.91,678.35,686.81,686.81,686.32,2018.12.28 13:58:17
???,683.71,678.15,686.61,686.61,686.32,2018.12.28 13:57:18
???,683.76,678.2,686.66,686.66,686.32,2018.12.28 13:56:34
???,683.69,678.13,686.59,686.59,686.32,2018.12.28 13:56:06
???,683.61,678.05,686.51,686.51,686.32,2018.12.28 13:54:43
???,683.71,678.15,686.61,686.61,686.32,2018.12.28 13:52:15
???,683.81,678.25,686.71,686.71,686.32,2018.12.28 13:48:05
???,683.76,678.2,686.66,686.66,686.32,2018.12.28 13:48:13
???,683.7,678.14,686.6,686.6,686.32,2018.12.28 13:47:57
???,683.56,678,686.46,686.46,686.32,2018.12.28 13:45:41
???,683.61,678.05,686.51,686.51,686.32,2018.12.28 13:45:31
???,683.81,678.25,686.71,686.71,686.32,2018.12.28 13:43:13
???,683.91,678.35,686.81,686.81,686.32,2018.12.28 13:42:46
???,684.01,678.45,686.91,686.91,686.32,2018.12.28 13:42:22
???,684.29,678.72,687.19,687.19,686.32,2018.12.28 12:46:46
???,684.21,678.65,687.11,687.11,686.32,2018.12.28 12:07:57
???,684.21,678.65,687.11,687.11,686.32,2018.12.28 11:53:59
???,684.26,678.69,687.16,687.16,686.32,2018.12.28 11:48:26
